,review,sentiment
1352,msih dibenahisprti sgt ribetbtuh kali pdhal harusx cmn jdi bsa ulang pilih,Negative
1353,loksi gmpa bgus bangetpokokx,Positive
1354,android akuratkalau janji uninstal sekian sayaterima,Positive
1355,sengaja baca deras tulis rawan tulis aneh nenek moyang lu,Positive
1356,skrng error ama pengembangmohon tindak lanjut,Negative
1357,simpan minggu,Negative
1358,gagal untk ramal,Positive
1359,ad,Negative
1360,banda aceh,Positive
1361,knapa online trustolong trus,Negative
1362,tulis gagal muat mulu inti nih error,Negative
1363,lupa tingkatkat wajib milik duduk rawan,Positive
1364,respon,Positive
1365,infomasi jarak khawatir fungsi waspada abai terlau batas notifnya pilih jarak jarak km user,Positive
1366,terdekteksi notifnya atur,Negative
1367,tambahin,Positive
1368,jelek simpel gada ndetec cari maju,Negative
1369,mantap simpel kaga repot situsnyasekarang aplikasinyabermanfaat cuara esokmakasih,Positive
1370,diinstalaplikasi jelek jamanit tololgak akuratmending google real,Negative
1371,trm rubah,Negative
1372,assalamualaikum maaf cocok,Positive
1373,depan,Positive
1374,percaya perintah duduk sedia anggar baharu,Positive
1375,informatif,Positive
1376,bilang tau deres plat merah auto uninstall,Negative
1377,cari mudah pilih provinsi pilih kabupaten pilih kecamatankota daftar kecamatankota indonesia scroll mata sakit,Negative
1378,notifikasi,Negative
1379,dah telat,Negative
1380,manfaat,Positive
1381,realme xt android uninstall install setting bukatap manual lambat deh thanks,Negative
1382,buruk nyesel,Negative
1383,donwload maksud buka,Negative
1384,realtime,Positive
1385,uinya dibagusin lancar ngelag,Positive
1386,skrng hancurapaan notifikasinyaaplikasi letak kuat gempaharusnya cipta terjadiminimal magnito waspada sbelum terjadidan notifikasi detik gempapaham,Negative
1387,dr plat merah mutu error mulu akses auto plus delete,Negative
1388,lambat,Negative
1389,admin potensi buat alaram malang hati korban jatuh semangat tim,Positive
1390,manfaat antisipasiakurat thanks,Positive
1391,baharu za lapang tulis angin ku umpama meleset extrim gin,Negative
1392,dgn,Positive
1393,tempat,Negative
1394,klu terdepansemua ubah,Positive
1395,bal cek blm lolaa gmana,Negative
1396,bal okt pkl witalangsung,Positive
1397,lamabat parah,Negative
1398,notifnya gercep adminnya tidur siang eh notifnya,Negative
1399,terkadang updateharus tunggu,Positive
1400,dah jg nongol,Positive
1401,aplokasi sigap goncang cek munculsangat lambat,Negative
1402,plis kayak getar suka gatau getar rasa rasa malang tua ku peka getar malam ku teriak kali nyadar emergency kasih getar tanggap,Positive
1403,cek ribet kek doang,Negative
1404,sistem izin,Positive
1405,sayang pasang surut air,Positive
1406,nyata,Negative
1407,                        ,Positive
1408,molor pakai uang pajak ko,Negative
1409,instal pakai beda ecek tutup serius plat merah gin,Negative
1410,fungsi koneksi internet,Negative
1411,mantap,Positive
1412,telat,Negative
1413,akurasi salah,Negative
1414,perintah user friendly,Positive
1415,rencana,Positive
1416,emergency alert system fungsi sekitar angin puting beliung gunung letus memberitahukan negara milik eas nasional,Positive
1417,gagal mulu internet kenceng,Negative
1418,makasih butuh makasih bnyak,Positive
1419,manfaat nonton covid mending manfaat,Positive
1420,bgus,Positive
1421,mlm jelang pagi getar sulawesi tengahampana,Positive
1422,gunamyesel ngabisan dataga,Negative
1423,tahan kwalitasnya tg negeri cinta,Positive
1424,mantap pokoknyabuat waspada lainx,Positive
1425,udh gaada wkwk tidur gimnaa,Negative
1426,eror,Negative
1427,pasang surut maritim daerahdaerah mantap,Positive
1428,kejadianterlalu menunggumohon,Positive
1429,cari uninstall khusus jawa uninstall,Negative
1430,emang komen isi gin ginihey make mode senyap,Positive
1431,lambat,Negative
1432,oke kendala liat susah scroll bawah samping muluuu,Positive
1433,pedoman mn dampak,Positive
1434,apalikasi tlol ngak ngak buang kuota,Negative
1435,ngebag cokya lalubecandanya halus,Negative
1436,apa an in ulang lgi,Negative
1437,manfaat,Positive
1438,an jd jelek,Negative
1439,wauuuw keren bangetyang erti bijak tanggap cerita opini adaperencanaan kerja mudah,Positive
1440,terkadang lambat,Positive
1441,develop evakuasi gitu beritahukan liat dlu antisipasi dlu kaya bahaya dapet push bahaya evakuasi dev,Positive
1442,cepet kuat pokok manfaat deh,Positive
1443,lg domisili kaya jabar sekitar jabar ngeganggu bener,Positive
1444,putar,Positive
1445,alhamdulillah manfaat,Positive
1446,opsi mana otomatis,Positive
1447,the best deh,Positive
1448,bobrokmasa indonesi,Negative
1449,engga benermeleset,Negative
1450,mantab lapor,Positive
1451,mantap deras wib nyata,Positive
1452,ramai bicara pantai selatan jatim kadi mitigasi trmksh sdh pindah jatim krn waswas dg korban jiwa aamiin unduh apl,Positive
1453,mantap,Positive
1454,lombok cek kaga,Negative
1455,hati hati magnitudo juni tanggal percaya liat diyoutube btw,Positive
1456,indera,Positive
1457,otomatis manual pergi otomatis kota,Positive
1458,alhamdulillah giat,Positive
1459,alambencana,Negative
1460,knapa bilang karna sdh palu sept sdh pakai,Positive
1461,seeing gagal signal lancar,Negative
1462,tu informasinyapaling detik tahkmi takut,Negative
1463,bermanfaatsemuga,Positive
1464,depan,Positive
1465,membantuuntuk lengkap jarak jarak km,Positive
1466,sumber gempasangat,Positive
1467,ngasih bodoh kayak rakun kalok karna bintan,Positive
1468,hebat,Positive
1469,pemberitahuanberarti sunam,Positive
1470,tanggap coba bagus uinya hehe,Positive
1471,code master mudah setiaa,Positive
1472,td samosir pagi geteran pagi lg catat samosir samosir hubung kec siborong kab tapanuli utaradan medan mdhan lbh lg terimkasih,Negative
1473,baca sepenuh,Negative
1474,sgat mudah mgetahui tengtang trjdi hjan,Positive
1475,manfaat,Positive
1476,tani nyemprotpemupukan tanam hujantidak pilih penyemprotanpemupukan,Positive
1477,besok dapet kaget kirain deket rumah,Positive
1478,indonesiaapalagi tinggal pulau keliling,Positive
1479,lombok laluaplikasi wajib instal ntb,Positive
1480,liat daerah dah gw kuat gw,Negative
1481,nama nih gua cuacagempadll tuhan manusia memperkirakanya lu blang kaga cocok pilih ngebilang kaga,Positive
1482,tanah gerak kanan kiri atas duduk kasur spring bed peer pegas pegas,Positive
1483,up to date,Positive
1484,detect otomatis pak utama ramal,Positive
1485,ruang lingkup luasmasih kecamatanseharusnya desamohon profesi tani,Negative
1486,eror,Positive
1487,top emang susah rubah kabul wassalamualaikum wrwb,Positive
1488,mantap cuman sinergi esdm mudah cegah tanggulang,Positive
1489,kirim signal tanda bahaya,Positive
1490,informadi,Positive
1491,deras,Negative
1492,dapt iklim,Positive
1493,butuh rawan,Positive
1494,sanggat downlood nkri,Positive
1495,tp alangkah widgetnya mudah,Positive
1496,manfaat cari ada dampak,Positive
1497,butuh utama cari,Negative
1498,nyala kencang warga selamat,Positive
1499,malang raya april,Positive
1500,anjir milih ribet mesti scroll sampe gimana klw ketemu camat luas klw desa top akurat lo salah,Positive
1501,bagussss pokok berterimakasih darimana pokok mengecewakansalam jawa timur,Positive
1502,gempacuaca,Positive
1503,suka,Positive
1504,twitter sendirimungkin medsos,Positive
1505,terkadang gagal dibiarin minggu tetep gabisa,Negative
1506,turun reda hujanya sepertinga lebat petir angin,Positive
1507,kala cari aman,Positive
1508,bilang kaya gitu susah susah doload ngapapa,Positive
1509,temenku donlot malang wkwkwkw,Positive
1510,butuh bausan kuat mag malang,Positive
1511,alat deteksi yah weee kec gondanglegi kab malang,Positive
1512,tanggap bahaya,Negative
1513,kasihaplikasi bisamembantu,Positive
1514,peta angin air,Positive
1515,sgt sya suka jelajah,Positive
1516,krna janggal sekian,Positive
1517,lombok kecewa,Negative
1518,lelet habis cari jdinya,Negative
1519,maaf lambat uninstall,Negative
1520,ramal akurat bonus recommended,Positive
1521,akurasi yuk instal,Positive
1522,mudah,Positive
1523,tambahin menu utama liat bawa suka,Positive
1524,mode gratis,Negative
1525,informatifkalau plus,Positive
1526,tuhan berkat kau kau sana,Positive
1527,habis gaes lg,Positive
1528,sekira atas parakiran peristiwa indonesiabekerja terpercayattd sang aktif media bebas biaya enternet sip hihi goods,Positive
1529,lapor lg tinggal rawan sunam butuh pusat besar potensi sunam malam org rumah tidur bilang nyata lapor gempabutuh lapor,Positive
1530,gajelas bentarbentar,Positive
1531,abdate sdh tata letak mulu,Negative
1532,bangat suka,Positive
1533,lumayan cepet dapet ubah iklim,Positive
1534,mantappsedikit bnyak mmbantu rumah musim kayak gin tlong updet cpet rubah,Positive
1535,mantap,Positive
1536,mantap,Positive
1537,korban mmj sulawesi barat gempacuacadan sesar patah,Positive
1538,sdh blm pemberitahuangg,Negative
1539,jelekkkkk boong hayuk papale papale,Positive
1540,manfaat,Positive
1541,mantap karna,Positive
1542,utama,Positive
1543,trimakasih,Positive
1544,anggap maritim susah jangkau disauatu wakatobi susah,Negative
1545,sinkron wab maritim bingung perhati,Negative
1546,aktual,Positive
1547,manfaat atur pasang home screen,Positive
1548,updatenya,Negative
1549,ngecek jawa gagal,Negative
1550,mantap,Positive
1551,masukkanmohon apkagar nama patahansesar rupa nama sesarpatahan sesarpatahan telatmasa gempanyatolong real timeterima,Positive
1552,senang perintah real time perihal,Positive
1553,kek gitu getar nampilin terap as korsel sekian detik kembangin,Negative
1554,halo kak suka,Positive
1555,kagak anjayy ramal sulawesi barat slh jg sulbar siaga iya sulbar,Negative
1556,atur masak scrol satukok ndak searchingini fatal salah,Negative
1557,terupdate dn ny,Positive
1558,mmbantubisa,Positive
1559,kasih getar beep putus,Positive
1560,praktis mudah paham mantap,Positive
1561,mendownload tanggal beda tanggal februari tanggal februari,Negative
1562,trimakasih karna,Positive
1563,potensi tsunami,Positive
1564,pergi hindar,Positive
1565,sagat imformasi dsbgya,Positive
1566,thanks,Positive
1567,dg,Positive
1568,laku rencana pergi,Positive
1569,manfaat,Positive
1570,sayang real time kirim mending hapus twitter heran real time twitter,Negative
1571,manfaat detail makasih,Positive
1572,sekitar rumah,Positive
1573,lambat kalah twitter fungsi nyaman,Positive
1574,mudah oleh,Positive
1575,korban sulawesi barat mamujusemoga lagidengan menu tsunamidan responyaketika lengkap namanama dlm peta,Positive
1576,milik android,Positive
1577,jeda bkmg karna selisih,Negative
1578,lambat gempaaplikasi belah,Negative
1579,lambat infox dtng cepat infox yah bsa lambat jgn spya waspada,Negative
1580,sdah mnit gempatpi dri dri webnya,Negative
1581,gagal trus sinyal,Negative
1582,nyata,Negative
1583,selau hari jawa tengahsemarang sus ah,Positive
1584,mantap canggih,Positive
1585,peta minimal pakai bahasa semangat muna kadir sabgat selip statistik filter dasar waspada tunjang,Positive
1586,lacak,Positive
1587,lambat pemberitahuannya tdak gitu,Negative
1588,sebenernya bandar lampung kena pinggir memerukanya njangan lupa doa kena syukur jawa barat duka cita oke lupa doa,Positive
1589,tambah pasang surut air air,Positive
1590,sistem info tangguh,Positive
1591,atur greget susah,Negative
1592,install selang minggu,Positive
1593,canggih,Positive
1594,ber manfaat negara geologi ring of fire jalur gunung api bentang keliling cekung pasifikjadi negara butuh lupa doa mara bahaya,Positive
1595,dapet infony,Positive
1596,layar home screen,Positive
1597,sdh baiktergantungeem sikon jaring tempat sayakarna ubah deras besarfrekwensi terjadimemang extreem,Positive
1598,sifat skala kabar,Positive
1599,membantubagi awam masa pandemi ekstrim inisemakin kwalitas layan,Positive
1600,posisi terupdate,Positive
1601,forecast forecast pasang surut,Positive
1602,bet dapet akses lumayan sayang suka,Positive
1603,manfaat masyarakst,Positive
1604,monitor,Positive
1605,mantap dampak pracunya jg wilayah,Positive
1606,atur ribetnotifikasi,Negative
1607,tolon beritahukang adacuaca burukkarnasekianlama sayapake aflikasi tdak perna bintanya suda fulltolon perbaekikarna sekar mus hujang,Positive
1608,dpt layar kualitas loading msh buruk,Negative
1609,jdi,Positive
1610,mesti tanda jarak lusat,Negative
1611,atur cari scroll ketik,Positive
1612,mantap,Positive
1613,lumayan delay,Positive
1614,suka gempayg,Positive
1615,depan,Negative
1616,sudan membantujadi menbawa jas buruk,Positive
1617,info,Positive
1618,mantap gempacuaca,Positive
1619,mantap slalu britanya,Positive
1620,susul,Positive
1621,mantap apps in bsa dmna,Positive
1622,kasihberkat timpa kampung halamanq mamuju,Positive
1623,ngga ngga liat fiperbaiki,Negative
1624,semangat trusssss pengelolahkariyawan telibaat dalamx ntuk informasih masarakat,Positive
1625,bug kini pilih error paksa copot pasang bugbug instal,Negative
1626,rena bisah tahuh,Positive
1627,betada pesisir pantai konawe utara,Positive
1628,mudah paham inforasi,Positive
1629,kasihsangat sisi timbul sedih musibah sehat damai negeri,Positive
1630,karna gua kena blum baca,Negative
1631,waspada,Positive
1632,citra satelit online akses,Positive
1633,notifikasi gimana gimana jaga jaga jelek not,Negative
1634,informatif,Positive
1635,mantap putar,Positive
1636,suka,Positive
1637,tag perangkat mgkn lbih,Positive
1638,tunjuk ringan lebat,Negative
1639,request otomatis,Positive
1640,dukung jadwal acara,Positive
1641,terahir baru,Negative
1642,respon sayang ditmpat sinyal susah,Positive
1643,lambat gempany ampuun gimana smpe potensi mo lamar haaah keburu mampooos,Negative
1644,kasi,Positive
1645,mantappu jiwa layan saji real time,Positive
1646,manfaat,Positive
1647,kerja hari,Positive
1648,lambat informasi trims,Negative
1649,sorot cuman jakarta doang mo aplikasih ni ribet coba lo cari lamongan jawatimur sampe gel nge scrol automatis deh suruh cari scrol sampe mampus kecewa bet ama produk lokal ribet,Negative
1650,dgn laku giat seharihari slalu up to date,Positive
1651,darurat,Positive
1652,membantuterutama rawan bencanajadisaya apresiasi initerimakasih,Positive
1653,mengatahui srbagai timbang beraktifitas,Positive
1654,sngat tepatakurat,Positive
1655,lambat notifnya capeeee deh,Negative
1656,batu,Positive
1657,domisili sdh atur mayor,Negative
1658,cakap,Positive
1659,iklim pelosok,Positive
1660,dlm kait,Positive
1661,membantumengetahui,Positive
1662,pitur jelek kaga lengkap kaya lg,Positive
1663,pergi utama mancing lautmuara,Positive
1664,pergi,Negative
1665,dgn padang hindar kl mks,Positive
1666,donk tq,Positive
1667,karna oleh putar,Positive
1668,lai,Positive
1669,sgt utama daerah,Positive
1670,bgtberita terupdate sekalijadi kpan hujanmendung prepare deh bnyak good,Positive
1671,trimaksih,Positive
1672,uptudate sebelim,Positive
1673,lengkap,Positive
1674,wilayah utama ombak,Positive
1675,utama page banding weather forcast,Positive
1676,alhamdulillah info semangat salam rumah,Positive
1677,manfaat tanggap putar,Positive
1678,mantap manfaat,Positive
1679,halhal,Positive
1680,desa,Positive
1681,ttg jajar,Positive
1682,notifikasi lambat lumayan,Positive
1683,informasih,Positive
1684,butuh,Positive
1685,muka,Positive
1686,butuh untk manusia rating makasih,Positive
1687,tengah,Positive
1688,lambat in malam tgl wita uct mag km ls bt malu km arah timur balantak kab bangga tanggal mf lg appx mf dlu,Negative
1689,lambat,Negative
1690,peta maps marah,Negative
1691,batu manfaat,Positive
1692,mulu delay tinggal rawan bitung manado donk minimal kira panik mncul mnit,Negative
1693,admin rapi pisah kabupaten,Positive
1694,search cari,Positive
1695,contoh des kec bancak kab semarang rawan hun petir nyata,Negative
1696,maaf potong tulis baris selesai cek ulang systemnya,Positive
1697,nelayan layar,Positive
1698,kecewa paruh halaman lengkap ulas dampak,Negative
1699,updatenya udh stengah jg,Negative
1700,manfaat ngedowload rugi dah bagu,Positive
1701,pitur radar keliling aman ngga makasih,Positive
1702,lumayan,Positive
1703,alhamdulillah,Positive
1704,dlm,Positive
1705,mendektasi,Positive
1706,lg deres rawan heran jd tidur krn takut banjir bngt meleset,Negative
1707,pasang,Positive
1708,keluarga waspada siaga thd iklim bs diprediksipaling utama mana doa,Positive
1709,cawak daerah sungguh cawak,Negative
1710,warga rawan klw gempany getranya,Positive
1711,sudh notofikasi palikasinya warning laku tindak amggap,Negative
1712,oke bgt sgt,Positive
1713,kota,Positive
1714,fungsi terang detail tunggu berjamjam,Negative
1715,judul skripsi fmipa fisika unibraw malang ajar pola awan citra satelit foto foto bentuk awan warna awan motif tekstur awan ajar bahas kelompok geofisika fmipa fisika unibraw awan kandung air kandung air milik foto foto tugas praktikum absen catat,Positive
1716,cepatkalo,Positive
1717,sulit cari sulit,Negative
1718,forecasting scroll tab enak bgt scroll susah bgt trimakasih cepet dibenerin bug,Positive
1719,simpel,Positive
1720,waspada hati hati,Positive
1721,utama,Positive
1722,dh bgt ken makanaya sya pasang,Positive
1723,erti hebat,Positive
1724,posisi,Positive
1725,maaf nih fungsi delay maasyaallah apps luas mitigasi kabar sedih tempo,Negative
1726,dikit tani karet gantung nyadap siang nyadap,Negative
1727,apa karna masing warga mawas siaga masing,Positive
1728,keras catat,Negative
1729,berat baca otomatis,Negative
1730,kasih option simpan favorit kemudi searching,Positive
1731,youtube beda hitung bingung bener donk depan manfaat warga hitung negara,Negative
1732,respon tanggap,Positive
1733,kasi ter up date,Negative
1734,mengunakan ditinggkatkan,Positive
1735,manfaat iklim,Positive
1736,referensi laku,Positive
1737,gunung api aktif waktu erupsi dampak erupsi masyakarat infobmkg,Positive
1738,waspada kait,Positive
1739,bilang bogor barat rawan tau pagi angin kecilsaat rutin tvri ngisi ramal kaya zaman orbawalaupun skrg satelit canggih kasi maju,Negative
1740,ngerti lelet gercep kek updatenya kualitas layan,Negative
1741,ngaco kualitas udara kualitas udara udara status bahaya palembang pengaruh asap,Positive
1742,kenpa tahuaanya kemaring mamaju tanggal sore,Negative
1743,sedia jalur evakuasi,Positive
1744,butuh,Positive
1745,maaf peringatanny,Positive
1746,informasih pergi,Positive
1747,telat kasi,Negative
1748,telat hadeh fb telat gmn,Negative
1749,manfaat,Positive
1750,meleset,Positive
1751,informasih,Positive
1752,assalamualaikum sagat bembantu butuh infor mas lalai initapi mbkg tplon map maksud mal mampu gituaja gabisa persis,Positive
1753,mengetshui pusat,Positive
1754,gempacuaca,Positive
1755,kamimasyarakt pesisir selatan ttg,Positive
1756,cocok musim fenomena la mina,Positive
1757,lelet gimana tanggap keburu mati,Negative
1758,serba minim sedih anggar banding kualitas,Negative
1759,bgs bngtt tempat gw trs ny reda lgsung alhamdulillah bngtt syukur bgt mksihh,Positive
1760,arti,Positive
1761,membrithukan posisi mantap deh,Positive
1762,updatenya cepat,Positive
1763,infi uodate,Positive
1764,jalur evakuasi aman,Positive
1765,nyesel nge instal,Positive
1766,jgn delay terusberulang padang pusat pulau mentawaitp gempaklo keburu mati disiniga evakuasi adapercuma latih tanggap leletthx,Negative
1767,cipta kira cakung kena nyata,Positive
1768,butuh pandu giat pandu selamat prilaku anomali,Positive
1769,liat ulas org akuratklo lngkapi jg extrim peta bumidan gempathnx,Positive
1770,aktivitas indoor outdoor,Positive
1771,manfaat terimah,Positive
1772,padehal kuota internet sinyal oke android deh nasib nasib,Negative
1773,kualitas,Positive
1774,pokok,Positive
1775,mantap valid domisili,Positive
1776,manfaat dpt dipertahankansyukur uptodateterima,Positive
1777,manfaat tinggal tambahin fhoto,Positive
1778,manfaat iklim gempabumi,Positive
1779,butuh,Positive
1780,ssaya suka situasi,Positive
1781,suka getar hebat kirain nyata ibuk bangunin pakek nggeterin kasur,Positive
1782,sukses jaya,Positive
1783,mantap updatenya telat,Positive
1784,tanggap,Positive
1785,ambon sanpai skrg,Negative
1786,harap pasang surut air sekian,Positive
1787,tanggap koq,Negative
1788,tambahin repotrepot liat,Positive
1789,vitur,Positive
1790,emang gimana tinggal,Positive
1791,pakai detail camat team,Positive
1792,paham,Positive
1793,manfaat,Positive
1794,sangaaat bergunasebabnya duluan teman infoinfo utama,Positive
1795,bagussekalian evakuasi,Positive
1796,manfaat smg,Positive
1797,untuk masak tempat nama masak tempat terang rawan gagal,Negative
1798,tambahin citra satelit,Positive
1799,bagusssss,Positive
1800,makas,Positive
1801,jaga sayang lambat,Positive
1802,apl sulsel yah,Negative
1803,install atur blank biru,Negative
1804,tahu,Positive
1805,cirebon panas kirimin awan cumulunimbus ujan adem dikit gitu,Positive
1806,tahu,Positive
1807,kwalitasnyavya gan uodatenya,Positive
1808,tk,Positive
1809,atasinfonya bravo jajar,Positive
1810,liat maritim hitam jakartatapi zoom hitam menghilangmohon bug,Positive
1811,aktual,Positive
1812,bangun asa,Positive
1813,pokok,Positive
1814,puas,Positive
1815,manfaat waspada,Positive
1816,telat tanggap belah selang bbrapa payah nih keburu mati nunggu da ubah,Negative
1817,inih sanagat trimakasih,Positive
1818,nama cantumin nama pacitan jawa timur,Negative
1819,mengunakan keadaaan sekitar,Positive
1820,performa tahan,Positive
1821,manfaat informatif,Positive
1822,detail analisa cocok pengendaraojol,Positive
1823,gua instal gara geger meter,Positive
1824,pulau jawa kaji yaallah aaminn doa pulau jawa yaa,Positive
1825,manfaat waspada antisipasi tanda,Positive
1826,pake ulas,Positive
1827,semangat tuhan sehat barokah hindar musibahamin,Positive
1828,sanagat,Positive
1829,efisien,Positive
1830,gempar hebon pulau jawa serta meter,Positive
1831,bagustiadak tsunamikita status gununggunung aktif buru instal baguss,Positive
1832,bangga,Positive
1833,mantap,Positive
1834,mantap kreatif,Positive
1835,suruh atur atur jabodetabek trus pasang,Negative
1836,media canggih,Positive
1837,sayang banten telat jual pantai carita begadang,Positive
1838,bagusditambah bkan krna negara tdak hnya bsa jga tntang gunung aktif status gunung apa jga paham tsunamibanjirdan kontak no darurat dgn ni bsa lngsung telvon polisiambulan pemadamsemoga default tanggul bncana indonesia,Positive
1839,waahh bener peristiwa negara peristiwa detil alamsekarang pencetintal kejadiaperistiwa timpa posting kalianpencet posting salah kalianpencet,Positive
1840,alhamdulillaah dg mudah temu sumber percaya,Positive
1841,informatif coba ui modern mudah enak,Positive
1842,informatif detail,Positive
1843,next real time pilih,Positive
1844,susah geser,Positive
1845,bagusmemberikan manfaat,Positive
1846,donk desktop jd gampang trims,Positive
1847,dlm negara,Positive
1848,bmkgnya,Positive
1849,mantap,Positive
1850,kait realtime,Positive
1851,radius kena dampak,Positive
1852,mantaap,Positive
1853,kalah noaa weather pakai notifnya rekan,Positive
1854,suka trauma klau dengar,Positive
1855,makasih mantap,Positive
1856,soficated and,Positive
1857,manfaat sekalidengan jd seluruh,Positive
1858,manfaat,Positive
1859,manfaat trimakasih,Positive
1860,informasiberita level bahaya suarabunyi,Positive
1861,petir kota padang rupa ngak baki,Negative
1862,depan real time,Positive
1863,bs ubah propinsi pdhl udh bgiannya tp bs kcw brat,Negative
1864,mudah depan gadget mudah,Positive
1865,detail depan mutlak butuh utama trims,Positive
1866,telat updatebahaya kl rawan baharu,Negative
1867,asyik halaman muka jd,Positive
1868,garis patah sesar banda pulau kambing situbondo sesar dunia,Negative
1869,amplikasi,Positive
1870,manfaat,Positive
1871,kuota real,Positive
1872,telat,Negative
1873,renny rencana kerja,Positive
1874,kerja lapang,Positive
1875,apa waspada sipp,Positive
1876,mantap canggih karna peta map ngebug rekomenin sukses,Positive
1877,andal antisipasi,Positive
1878,semenjak juli agustus massi oke dikit  depan dlm terbarunyaaplikasi diadain serta analog tarik android ,Positive
1879,deh ditambahin putar dunia negri gampang mode gelap baca apa mudah tambahin pers,Negative
1880,utama rawan,Positive
1881,refrensi nelayan,Positive
1882,trimakasih atur jadwal depan,Positive
1883,dg,Positive
1884,andal,Positive
1885,gara jkt kena getar donlot cari,Positive
1886,aceh provinsi laen,Negative
1887,sebal atur mesti pilih propinsi kotakabupaten desakecamatan otomatis pilih propinsi tinggal pilih kotakabupatendesa camat suruh pilih sibuk pilih lambat arti nama,Negative
1888,tdi pagi kulon progo jogjakarta sana amin,Positive
1889,senyap,Positive
1890,perintah bosok otomatis baca,Negative
1891,cepet peringatanya lombok kemudin bahaya,Positive
1892,salam hai peristiwa percaya depan kerja canggih sekian,Positive
1893,manfaat akurasi informasi  gampa,Positive
1894,lambat lambat auto uninstall lurr,Negative
1895,wahh bgt nih,Positive
1896,detail,Positive
1897,info thnks,Positive
1898,lengkap,Positive
1899,iya palu lombok makasih suda meperingatkan terhidar wabah corona tambahin korona kota terifeksi pakai korona,Positive
1900,informatif,Positive
1901,default mayor set,Negative
1902,selamat paham lingkung,Positive
1903,dinutuhkan keluarga keluarga suka oleng,Positive
1904,parah dingin  eh ngasih dingin  parah super parah,Negative
1905,asli mantul real,Positive
1906,detail akurasi akses mudah ringan layar utama ponsel layar utama serung lupa ngecheck,Positive
1907,manfaat,Positive
1908,mantap bermqnfaat,Positive
1909,terimakasihatas tani,Positive
1910,suka gagal,Positive
1911,waw bkm ayo maju,Positive
1912,gempabila mati aceh lambat nyamohon,Negative
1913,beritanyaterima kasihhh,Positive
1914,kabar ngak kyk gtu,Positive
1915,suka karna slalu,Positive
1916,canggih technologinya smakin puas hati,Positive
1917,skr deras vanget jd coba cek takut rmhku smpe mter dr pantaiehh dibmkg cm rawan pdhal skr deras,Negative
1918,gw tulis da best alhamdulillah ane perna kena jaga beritanotifikasi keep it up,Positive
1919,inovasi kendara motor lumayan,Positive
1920,mudah,Positive
1921,terupdate,Positive
1922,assalamualaikum salam coba bener bingtang limaaaaaaaa,Positive
1923,klok awowkwowk,Negative
1924,akses,Negative
1925,keren mudah erti,Positive
1926,updatenya telat,Positive
1927,impo,Positive
1928,bugnya mesti,Positive
1929,sbg sumber,Positive
1930,lelet ko subuh sekrg ku hapus,Negative
1931,banda aceh baharu,Positive
1932,bmgk detik,Positive
1933,posisi,Positive
1934,keren buruk keren sumpah,Positive
1935,arah angindll,Positive
1936,manfaat hidup seharihari,Positive
1937,lambat nyalola kayak,Negative
1938,lelet,Positive
1939,lambat bunuh warga andal lambat,Negative
1940,aplikaso mengupdate butuh karen ngandelin,Negative
1941,praktis,Positive
1942,kualitas,Positive
1943,rasi jajar genjang tenggara langit indonesiadi raya idul fitri,Positive
1944,iklim,Positive
1945,lumayan,Positive
1946,bri blm mncobanya,Negative
1947,kluar pemberitauannya,Positive
1948,hari,Positive
1949,layan koneksi gratis,Positive
1950,sukses,Positive
1951,manfaat,Positive
1952,lumayan,Positive
1953,lambat yapadahal on time,Positive
1954,tingkatka,Positive
1955,bgus dn gampang gunkn,Positive
1956,sia downloadnya apl,Positive
1957,mantap keren senang,Positive
1958,butuh ntb,Positive
1959,layar,Negative
1960,saat pilih menu timbul gagal,Positive
1961,ustadz zulkifliternyata tanda,Positive
1962,alhamdulillahsaya rela siaga butuh akuratini dukung,Positive
1963,minsekedar sarancitra map do rubahble citra satelitdan kordinatnya pke simple ajabiar warga searhcing google map,Positive
1964,akurasi,Positive
1965,manfaat,Positive
1966,bangusakurat dlm ngasih,Positive
1967,ayoo notifikasi lambat deras ayoo usaha,Positive
1968,akurasi,Positive
1969,aktivitas seharihari,Positive
1970,besok ngelihathujan besok pergi,Positive
1971,manfaat inimantul,Positive
1972,nih merespon,Positive
1973,bug utama,Positive
1974,sulitndak simple kayak dlu,Positive
1975,applikasinya terupdate,Positive
1976,tauu,Positive
1977,tarik kunjung,Positive
1978,lambat tinggal pesisir selatan pulau jawa butuh,Negative
1979,informatif bingit top markotop,Positive
1980,aplikator,Positive
1981,informatif,Positive
1982,sekalitpkenapa gunung letus tp top bangetttsangat ngebantu,Positive
1983,informatif cepar rujuk bebas hoax alhamdulillah,Positive
1984,mantap maritim cuacanyatrims kamisukses,Positive
1985,widgettambah,Positive
1986,the best sesar patah warna ganti merah coklat nuansa coklat pakai warna pulau maju salute,Positive
1987,manfaat,Positive
1988,jadwal,Positive
1989,utama jdi daerah tujuanterima infobmkg,Positive
1990,waspada,Positive
1991,edukasi,Positive
1992,suasana lelet nyesel gue downlod,Negative
1993,bos maritim buka ganggu,Positive
1994,minim manfaat suka,Positive
1995,lambat system,Negative
1996,alhamdulillahsangat bermanfaatterbantu aktifitas rutin,Positive
1997,sistem bermanfa at,Positive
1998,gambar satelit kaya web,Positive
1999,coba sistem gempanyaterlambat,Negative
2000,mantap,Positive
2001,tunjang aktivitas,Positive
2002,dg,Positive
2003,notifikasi bgm,Positive
2004,sangan tuas,Positive
